id_str,created_at,text
1047265585904513026,2018-10-02 23:22:27,"@nnja I use IDLE to teach! I like to show students that they can be up and running simply by installing Python. ""Ba… https://t.co/z1xRKWbGjJ"
1047264747542855680,2018-10-02 23:19:07,@FerroRodolfo Wooo nice one Rod!! Looking good mate!
1047218021159194624,2018-10-02 20:13:27,@thelynchpinau Welcome back mate!
1046757249622802432,2018-10-01 13:42:30,RT @pybites: PyBites &gt;&gt;&gt; #Pomodoro Timer #Challenge Review | #Spotify API Challenge | #Hacktoberfest | Survey Reminder | #Git Cheat Sheet -…
1046752781774675969,2018-10-01 13:24:45,"RT @pybites: As usual our review post goes back-to-back with our new #Python #CodeChallenge Join us and PR your work, even more reason to…"
1046664523170500608,2018-10-01 07:34:03,@anthonypjshaw Mate you are QUICK!I love it!I'll be round to have a swing soon!
1046543474927915009,2018-09-30 23:33:02,"@Vees_Dad @pybites @Meli012 @bbelderbos Thanks John! Forgot to ask, are you going to US PyCon 2019? We should plan a dinner!"
1046541841904984064,2018-09-30 23:26:33,Thanks everyone! We've had an amazing time!
1046396927305179138,2018-09-30 13:50:43,@pybites @Meli012 @bbelderbos Haha! Nice try mate!! :P
1046255672470339584,2018-09-30 04:29:25,Taking the day off from @pybites to enjoy a well deserved #anniversary evening with my lovely wife @Meli012! Thanks… https://t.co/V0Bmr2EqCw
1046164864656273408,2018-09-29 22:28:35,It's nice to take the time to actually code sometimes!! I just cracked Bite of Py 106. Strip out vowels and count t… https://t.co/kNM0BI6PZm
1045871644625924096,2018-09-29 03:03:26,"@brianokken @AutomationPanda @testpodcast I'd probably TEST your patience!..That was terrible, I'm sorry!I have… https://t.co/s44a8JmoaS"
1045806704791715840,2018-09-28 22:45:23,What a great way to start the weekend! Listening to my mates @brianokken and @AutomationPanda shoot the breeze on t… https://t.co/7NB1IHcEvZ
1045805195152646144,2018-09-28 22:39:23,@brianokken @AutomationPanda @pybites This just made my day! Glad you guys were able to get this recorded!
